event_type,event_id,map_id,pos_x,pos_y,image_id,"direction(UP:0, DOWN:1, LEFT:2, RIGHT:3)","speed(not_move:0, slow:1, normal:2, fast:3, not_step:4)",param
event_generator,9302,93,9,7,17,0,0,"@093/don_corneo_pick1_3.txt"
event_generator,9303,93,10,7,17,0,0,"@093/don_corneo_pick1_4.txt"
event_generator,9310,93,7,2,17,0,0,"@093/don_corneo1.txt"
npc_event,9323,93,7,6,39,1,0,"none"
npc_event,9324,93,4,6,133,1,0,"none"
npc_event,9325,93,10,6,132,1,0,"none"
map_door,9350,93,7,1,13,0,0,0
event_generator,9400,94,7,9,17,0,0,"@094/don_corneo_scotch1.txt"
event_generator,9402,94,7,12,17,0,0,"@094/don_corneo_scotch3.txt"
npc_event,9423,94,4,9,131,1,0,"「おおッと！



　そういそがないで
　もっとオイラたちと
　たのしもうぜ～"
npc_event,9424,94,6,7,90,3,0,"「あんた　なかなか
　いいカラダしてるねぇ
　こう　ムッチリと……

　……っていうより　なんか
　ガッチリしてんなあ……"
npc_event,9425,94,7,8,131,0,0,"「おお　キミのそのヒトミ
　なんてふしぎなかがやき……
　ぼくはもうキミのトリコさ！"
npc_event,9426,94,9,9,66,1,0,"「さあ　おどりましょう
　おじょうさん
　ふたりでステップをふめば
　みもこころもひとつに……"
npc_event,9427,94,10,11,70,3,0,"「カモンベイベー！



　オマエのハートは
　キュートでタイト
　グッドなビートで
　ヒートアップ！"
event_generator,9500,95,6,7,17,0,0,"@095/don_corneo2.txt"
treasure_item,9530,95,3,7,1,1,0,1013
map_door,9550,95,6,15,13,0,0,0
event_generator,9600,96,40,15,17,0,0,"@096/sewer1.txt"
event_generator,9604,96,21,27,17,0,0,"@096/sewer3.txt"
event_generator,9606,96,21,8,17,0,0,"@096/sewer5_1.txt"
event_generator,9607,96,22,9,17,0,0,"@096/sewer5_2.txt"
npc2,9623,96,22,26,17,2,0,""
event_generator,9660,96,11,23,17,0,0,"@reset_slide_walk.txt"
event_generator,9661,96,11,24,17,0,0,"@set_slide_walk.txt"
event_generator,9662,96,11,25,17,0,0,"@set_slide_walk.txt"
event_generator,9663,96,11,26,17,0,0,"@reset_slide_walk_bottom.txt"
event_generator,9664,96,21,24,17,0,0,"@reset_slide_walk.txt"
event_generator,9665,96,21,25,17,0,0,"@set_slide_walk.txt"
event_generator,9666,96,21,26,17,0,0,"@set_slide_walk.txt"
event_generator,9667,96,21,27,17,0,0,"@reset_slide_walk_bottom.txt"
event_generator,9672,96,21,19,17,0,0,"@reset_slide_walk.txt"
event_generator,9673,96,21,20,17,0,0,"@set_slide_walk.txt"
event_generator,9674,96,21,21,17,0,0,"@set_slide_walk.txt"
event_generator,9675,96,21,22,17,0,0,"@reset_slide_walk_bottom.txt"
treasure_item,9630,96,8,28,1,1,0,1000
treasure_materia,9631,96,22,15,2,0,0,4200
event_generator,9760,97,9,29,17,0,0,"@reset_slide_walk.txt"
event_generator,9761,97,9,30,17,0,0,"@set_slide_walk.txt"
event_generator,9762,97,9,31,17,0,0,"@set_slide_walk.txt"
event_generator,9763,97,9,32,17,0,0,"@reset_slide_walk_bottom.txt"
event_generator,9764,97,8,17,17,0,0,"@set_slide_walk.txt"
event_generator,9765,97,8,18,17,0,0,"@reset_slide_walk_bottom.txt"
event_generator,9766,97,8,7,17,0,0,"@097/out_sewer.txt"
event_generator,9800,98,9,32,17,0,0,"@098/train_graveyard_1.txt"
save_point,9801,98,12,34,0,0,0,
event_generator,9802,98,12,34,17,0,0,"@save_msg.txt"
treasure_item,9830,98,10,24,2,1,0,1001
treasure_item,9831,98,13,26,2,1,0,1001
treasure_item,9832,98,10,9,2,1,0,1012
treasure_item,70730,707,8,22,2,1,0,1000
event_generator,9860,98,5,28,17,0,0,"@reset_slide_walk.txt"
event_generator,9861,98,13,30,17,0,0,"@098/on_train_1.txt"
event_generator,9862,98,13,31,17,0,0,"@098/off_train_1.txt"
event_generator,9863,98,12,15,17,0,0,"@098/on_train_1.txt"
event_generator,9864,98,12,16,17,0,0,"@098/off_train_1.txt"
event_generator,9865,98,13,29,17,0,0,"@098/train_warp_1.txt"
event_generator,9866,98,13,22,17,0,0,"@098/train_warp_2.txt"
event_generator,9867,98,18,16,17,0,0,"@098/train_warp_3.txt"
event_generator,9868,98,18,23,17,0,0,"@098/train_warp_4.txt"
event_generator,9904,99,28,28,17,0,0,"@099/on_train_2.txt"
event_generator,9906,99,17,27,17,0,0,"@099/train_gimmick_c01.txt"
event_generator,9908,99,29,22,17,0,0,"@099/train_graveyard_2a.txt"
npc2,9910,99,23,15,17,0,0,""
npc2,9911,99,23,16,17,0,0,""
npc2,9912,99,23,17,17,0,0,""
npc2,9913,99,23,18,17,0,0,""
npc2,9914,99,23,19,17,0,0,""
npc2,9915,99,23,20,17,0,0,""
npc2,9916,99,23,22,17,0,0,""
npc2,9917,99,23,23,17,0,0,""
npc2,9918,99,23,25,17,0,0,""
npc2,9919,99,29,19,17,0,0,""
npc2,9920,99,29,22,17,0,0,""
npc2,9921,99,30,23,17,0,0,""
npc2,9926,99,17,26,17,0,0,""
npc2,9927,99,17,28,17,0,0,""
npc2,9928,99,17,30,17,0,0,""
treasure_item,9930,99,24,40,2,1,0,1000
treasure_item,9931,99,20,36,2,1,0,1000
treasure_item,9932,99,13,34,2,1,0,1003
treasure_item,9933,99,31,19,2,1,0,1001
event_generator,9934,99,23,16,17,0,0,"@099/train_graveyard_2b.txt"
event_generator,9938,99,23,15,17,0,0,"@099/train_graveyard_3.txt"
event_generator,9939,99,24,15,17,0,0,"@099/train_graveyard_4.txt"
map_obj,9940,99,23,25,46,0,0,0
map_obj,9941,99,23,24,47,0,0,0
map_obj,9942,99,23,23,47,0,0,0
map_obj,9943,99,23,22,47,0,0,0
map_obj,9944,99,23,21,47,0,0,0
map_obj,9945,99,23,20,48,0,0,0
map_obj,9950,99,24,25,49,0,0,0
map_obj,9951,99,24,24,50,0,0,0
map_obj,9952,99,24,23,50,0,0,0
map_obj,9953,99,24,22,50,0,0,0
map_obj,9954,99,24,21,50,0,0,0
map_obj,9955,99,24,20,50,0,0,0
map_obj,9960,99,29,28,46,0,0,0
map_obj,9961,99,29,27,47,0,0,0
map_obj,9962,99,29,26,47,0,0,0
map_obj,9963,99,29,25,47,0,0,0
map_obj,9964,99,29,24,47,0,0,0
map_obj,9965,99,29,23,47,0,0,0
map_obj,9966,99,29,22,48,0,0,0
map_obj,9970,99,30,28,49,0,0,0
map_obj,9971,99,30,27,50,0,0,0
map_obj,9972,99,30,26,54,0,0,0
map_obj,9981,99,17,26,48,0,0,0
map_obj,9982,99,17,27,47,0,0,0
map_obj,9983,99,17,28,47,0,0,0
map_obj,9984,99,17,29,47,0,0,0
map_obj,9985,99,17,34,55,0,0,0
map_obj,9989,99,18,26,50,0,0,0
map_obj,9990,99,18,27,50,0,0,0
map_obj,9991,99,18,28,50,0,0,0
npc2,9996,99,2,2,66,1,0,""
npc2,9997,99,2,3,70,0,0,""
npc2,9998,99,12,2,72,1,2,""
npc2,9999,99,4,3,89,1,0,""
npc2,70797,707,2,74,49,3,0,""
event_generator,70798,707,17,77,17,0,0,"@707/omake01.txt"
event_generator,70799,707,0,0,17,0,0,"@707/omake02.txt"
event_generator,70200,702,11,16,17,0,0,"@702/tifa'smemory1.txt"
npc_event,70201,702,11,21,17,0,2,"none"
npc_event,70202,702,11,20,17,1,2,"none"
npc_event,70500,705,8,14,121,0,3,"none"
npc_event,70501,705,8,19,0,0,2,"none"
npc_event,70502,705,8,15,14,3,0,"none"
npc_event,70503,705,9,15,21,2,0,"none"
npc,23300,233,7,8,26,1,0,"タークス:ツォン「おまえたちのあいてをしに
ここにきたんじゃない
はやく　でていくんだな"
npc,23301,233,9,9,29,2,1,"タークス:ルード「………………
…………イリーナは　となりのへやだ…………


…………………………



………おとこ3にん………
むさくるしい……………………"
npc,23302,233,10,10,317,3,2,"タークス:レノ「こんなところまで　はるばる
ごくろうさま　と"
npc,23400,234,10,15,14,1,2,"ティファ「あー　つかれた!
あなたはだいじょうぶ?　クラウド"
npc,23401,234,6,12,68,1,1,"じょせい「さっき　2かいの
いちばんみぎのへやに　くろいスーツの
ひとたちが　はいっていったけど………

せまくないのかしら?"
npc,23500,235,6,10,43,3,1,"せいさくしゃ 822「こんにちは!



まだまだ　あそべるところは　ないけれども
たのしんでいただけたのなら　さいわいです!


かんせい　めざして　がんばりましょー"
npc,23600,236,27,19,43,1,0,"かかりいん「すいません!
ラウンドスクウェアには　いけないんです!
すいません!"
npc,23601,236,15,22,4,1,1,"ヴィンセント「……フッ……
わたしには　こういう　しめったところが
おにあいなのだ………"
npc,23700,237,14,2,43,1,0,"かかりいん「ただいま　ラウンドクウェアは
ちょうせいちゅうなのよね
ごめんねー"
npc,23800,238,19,13,6,3,0,"ユフィ「………おえっぷ………



クラウド……アンタも……このカンジ……わかるだろ……
アタマが……グラグラ……する……


……うえっぷ……"
npc,23900,239,13,16,3,1,1,"エアリス「クラウド
つぎにきたときは……
いっしょに　まわりましょう?

わたし　たのしみにしてるから!"
npc,23901,239,5,11,43,3,0,"かかりいん　「もうしわけありません
ただいま　ラウンドスクウェアは
ちょうせいちゅうです"
npc,23902,239,12,14,17,1,0,"INFO　おとうと「ゴールドソーサーへようこそ!
ひだりはんぶんを　あんないさせていただきます!!


ラウンドスクウェア
えんないをいちぼうできます
うつくしいゴールドソーサーの
やけいをあなたに!
スピードスクウェア
あなたを　こうふんのなかへ
シューティングコースターが
きみをまつ!
ゴーストスクウェア
こちらにはホテルがございます
おとまりのさいはこちらへ
ヒョヒョヒョヒョヒョッ
いちばんうえは　イベントスクウェア
たのしいえんげきが
あなたを　まっています

みぎはんぶんは　あににたずねてください!
それでは　ごゆっくり!"
npc,23903,239,14,14,17,1,0,"INFO　あに「ふあーあ　ねむねむ
え?　あんないしてほしい?
しょうがないなあ
みぎはんぶんだけ　おしえてあげる
ワンダースクウェア
かずおおくのゲームが　あなたをまっています
ワンダースクウェアでGPをためて
たくさんあそぼう!
バトルスクウェア
あつきたたかいへきみをいざなう!
いまひっさつの　ゴールドアタック!!

チョコボスクウェア
チョコボレーシングが
きみをバーチャルせかいへごあんない
クェッ!　クェッ!
あーつかれた
つづきは　となりの　おとうとにきいてよね


おやすみ
うーん　ZZZ"
npc,24000,240,16,20,4,0,0,"レッド13「なぜ　オペラに　チョコボがでているのだ?
りかいに　くるしむな……"
npc,24001,240,9,8,60,1,3,やくしゃチョコボ「クエッ　クエッ
npc,24002,240,11,7,66,1,0,"ラルス「マリアはー
わたしーのー　きさきにー
なーるーべーきーひーとーだ"
npc,24003,240,10,7,73,1,0,"ドラクゥ　「おー　マリィアー
おー　マリィアー


わたしーのー　こえがー
とどいーてー　いるかー
おまえのー　もーとーへー"
npc,24100,241,5,21,43,0,0,"メカカカリイン「タダイマ
ラウンドスクウェアハ　チョウセイチュウ
デ　ゴザイマス

モウシワケアリマセン　モウシワケアリマセン
モウシワケアリマセン　モウシワケアリマセン
モウシワワワワワワワワワワ
ピー　ガー"
npc,24200,242,3,12,1,0,0,"バレット「おおおおおおおおお!!!
アバランチをなめるんじゃねえ!


おおおおおおおおおおおおおおおおおおおおおおおおおお
おおおおおおおおおおおおおおおおおおおおおおおおおお
おおおおおおおおおおおおおおおおおおおおおおおおおお
おおおおおおおおおおおおおおおおおおおおおおおおおお"
npc,24201,242,3,11,17,0,0,"アームレスリングうでずもうだ!



ウワサだと　コントローラーに
バネをしこまないと　かてないくらい
むずかしいらしい"
npc,24202,242,13,11,17,0,0,"バスケットゲームだ!



バスケットのはずなのに
なぜコートに　ぶきが　おいて
あるんだろう……?"
npc,24300,243,5,17,18,0,0,"ザックス「うおー!
きょうは　かつまで　やめないぜ!
"
npc,24301,243,15,9,17,0,0,"うらないマシーンだ!



ガチャン!



「もとめれば　かならずあえます
しかし　たいせつなものをうしないます"
npc,24302,243,7,8,17,0,0,"Gバイクだ!



しろいガクランをきた　こうはな　せいねんが
つぎつぎと　ヤンキーを　バイクで
なぎたおしている……"
npc,24303,243,16,16,17,0,0,"モグはうすだ!



かいじゅうが　プロテインを　ガリガリ
かじっている……"
npc,24304,243,7,9,66,0,0,"わかもの「ぶうーん……
いつか　ほんものの　ハーディにのって
ハイウェイをかけてやるのさ"
npc,24305,243,9,6,17,0,0,"Gバイクだ!



あかいヒゲオヤジが　なげたコウラが
みどりのキョウリュウを　ふっとばした!"
npc,24306,243,11,12,5,2,0,「くにへ　かえるんだな……
npc,24307,243,16,17,68,0,0,"スイーツ「キャー　かわいい!



なんだか　ゲームのなかみは　もりあがりに
かけるけど……


かわいければ　いいのよね　
"
npc,24308,243,10,17,70,0,0,"チンピラ「いけ!!
やれ!そこ!そこだ!
いまだ!ぶっころせ!!
ヒジつかえ　ヒジ!!"
npc,24309,243,9,12,17,3,0,「ザンギュラの　スーパーウリアッうえ
npc,24310,243,5,9,17,0,0,"スノーゲームだ!



ふたりの　ハンマーをもった　エスキモーが
けんかを　している……"
npc,24311,243,10,16,17,0,0,"3Dバトラーだ!



きんぱつの　ぐんじんが　ロシアの　プロレスラーを
けりで　あっとうしている!!"
npc,24312,243,5,16,17,0,0,"せんすいかんゲームだ!



なぞの　モアイぞうが　かいていに
たたずんでいる……"
npc,24400,244,3,31,43,3,0,"かかりいん「ごめんなさい
ラウンドスクウェアは　ただいま
ちょうせいちゅうなのです"
npc,24500,245,7,23,8,1,2,"シド「かあーっ!
どこもかしこも　あそべねえじゃねえか!!
まったく　ふざけやがって!"
npc,24501,245,4,14,17,1,0,"うけつけじょう「いま　とうぎじょうに
へんなおとこのひとがいるのよ
なんとかしてくれないかしら?"
npc,24502,245,4,13,68,1,0,"うけつけじょう「こんなところまで　みてくれる
あなたに　かんしゃ!"
npc,24503,245,12,14,17,1,0,"うけつけじょう「うえは　とうぎじょう



みぎは
ゴールドソーサーかんちょう　ディオの
コレクションルームでございます"
npc,24504,245,12,13,68,1,0,"うけつけじょう「あなたが　はなしかけてたのは
じつは　つくえなのよね


わたしは　なにもしなくていいから
このしごと　ラクなのよ"
npc,24505,245,12,23,17,1,0,"BPマシン「てめえ!
BPも　もってないくせに
おれに　はなしかけるんじゃねえ!"
npc,24600,246,7,7,44,1,1,"ディオ「ひさしぶりだな　しょうねん!
げんきにやっていたかい?


わたしは　あいもかわらず
でんせつでありつづけているよ
ハッハッハッハッハッ!!!!!!!"
npc,24700,247,10,12,5,3,0,"セフィロス「わたしと　たたかいたいならば……



くるがいい
こだいしゅの　やくそくのちへ"
npc,24800,248,9,15,61,1,0,"やまチョコボ「レースはー
かわチョコボ「まだー
やまかわチョコボ「あそべないよーん"
npc,24801,248,13,28,43,2,0,"かかりいん「すいません!
ラウンドスクウェアは　まだ
ちょうせいちゅうなんですよ"
npc,24802,248,7,15,62,1,0,"やまチョコボ「レースはー
かわチョコボ「まだー
やまかわチョコボ「あそべないよーん"
npc,24803,248,8,15,63,1,0,"やまチョコボ「レースはー
かわチョコボ「まだー
やまかわチョコボ「あそべないよーん"
npc,24900,249,22,16,43,1,0,"うけつけ「ようこそ　ゴールドソーサーへ!



ただいま　プロジェクトほっそく
5しゅうねんを　きねんして
にゅうえんは　むりょうになっています

こころゆくまで　おたのしみくださいね!"
npc,24901,249,20,28,7,1,2,"ケットシー「ふっふっふーん
ここにくると　なんだか
ウキウキしますなあ　クラウドはん"
npc,24902,249,42,23,71,1,0,"おとこ「よう
13ねんぶりだな


なんだ　カネがねえのか
なら　いくらあんたでも　GPは　やれねえな"
npc,48700,487,17,24,68,0,0,"「……もういっしゅうかんもなるかの
　かいがんにうちあげられた……
　あの　ツンツンあたまのわかいの……

「ああ　ムゴイこっちゃで……
　でも　ありゃどうもへんだで……
　どでかいたいけん　にぎりしめて……

「なんやふきつなきがするんや。
　なんちゅうても　ほれ……
　あの　ふしぎなあおいめ……

ティファ
「えッ！？


ティファ
「ちょ……ちょっと
　まってください！！
　いま　なんて！？
ティファ
「すみません！
　いまのはなしのわかいひとって……
　もしかして……
「ああ……このさきのかいがんで
　むらのものがみつけたんじゃよ……。
　もういっしゅうかんほどまえのことじゃ

「うん　かわいそうに……。
　ありゃ　かなりとおくから
　ながされてきたんやで……

ティファ
「クラウドよ！！
　まちがいない！！
　クラウドだわ！！
ナナキ
「やっぱり　ここに！


ユフィ
「ビンゴね！！
　

ティファ
「それで　そのひとは！？
　ぶじなんですか！？
　いま　どこに……！?
「ああ……このさきの……
　ほれ　そこのしんりょうじょに……


ティファ
「いきてる……！


「クラウドが……
　クラウドがいきてる！！


ティファ
「クラウド……！！
はしりだすティファ

レッドXIII
「まって！


ユフィ
「あん　ちょっとお！"
npc,48701,487,22,29,68,1,0,"「さあ　さあ　しゅっけつだいサービス！！
　ほかじゃぜったいてにはいらない
　さいこうのぶきやぼうぐがせいぞろい。
　はやいものがちだよ　チクショー！
「さ　おきゃくさんも
　そんなとこでつったってないで
　なかへどうぞ！どうぞ！
　えんりょなんか　いらないから
「しかし　なんだってまた
　こんなのんきなむらなんかに
　みせをだそうとおもいついたんだろうね
　うちのひとは……？はあ……"
npc,48702,487,28,31,78,1,1,"「おや　みなれないかおだね。
　そとからきたのかい？
　どうだい　むこうのようすは？

「じしんだの　メテオだの……
　このよのおわりがくるってのは
　ほんとなのかねえ

「ああ　しんきくさい！
　イヤなよのなかだよ
　まったく……"
npc,48703,487,21,27,85,2,0,"ティファ
「どうしたの　おまえ？
　ひとりぼっちなの？
　
ティファ
「みうしなちゃったのね
　たいせつなだれかを……？
　バカだね……"
npc,48704,487,18,37,77,3,0,"「ほい。こんにちは べっぴんさん。
　ここは ミディール。
　のどかな　おんせんむらじゃよ

「わしらのようなとしよりが
　のんびりくらすには
　うってつけのばしょじゃて

「どうもそとでは　なにやら
　たいへんなことになっとるらしいが　
　まだここはしずかなもんじゃよ"
npc,48705,487,17,23,77,1,0,"「……もういっしゅうかんもなるかの
　かいがんにうちあげられた……
　あの　ツンツンあたまのわかいの……

「ああ　ムゴイこっちゃで……
　でも　ありゃどうもへんだで……
　どでかいたいけん　にぎりしめて……

「なんやふきつなきがするんや。
　なんちゅうても　ほれ……
　あの　ふしぎなあおいめ……

ティファ
「えッ！？


ティファ
「ちょ……ちょっと
　まってください！！
　いま　なんて！？
ティファ
「すみません！
　いまのはなしのわかいひとって……
　もしかして……
「ああ……このさきのかいがんで
　むらのものがみつけたんじゃよ……。
　もういっしゅうかんほどまえのことじゃ

「うん　かわいそうに……。
　ありゃ　かなりとおくから
　ながされてきたんやで……

ティファ
「クラウドよ！！
　まちがいない！！
　クラウドだわ！！
ナナキ
「やっぱり　ここに！


ユフィ
「ビンゴね！！
　

ティファ
「それで　そのひとは！？
　ぶじなんですか！？
　いま　どこに……！?
「ああ……このさきの……
　ほれ　そこのしんりょうじょに……


ティファ
「いきてる……！


「クラウドが……
　クラウドがいきてる！！


ティファ
「クラウド……！！
はしりだすティファ

レッドXIII
「まって！


ユフィ
「あん　ちょっとお！"
npc,48706,487,13,32,68,1,0,"「まあ　あのこチョコボから
　みどりのいしをもらったのね！
　うらやましい"
npc,48707,487,18,38,60,3,0,"Yura
「こんにちは　Yura　です
 マップさくせいや　BGMのリネーム
　がいぶファイルのせっていを させてもらってます　
「とりあえず　じぶんのさくせいしたミディールに
 npcをはいちしてみました


「じぶんのせいさくぶつや　せっていしたものに
 おかしいところや　
 かいぜんしたほうが　いいところがあったら
 スレないで　えんりょなくいってくださいね
「わたしは　ほんらいそんざいしない
 npcなので　かんせいしたら
 けしておきます　では　さようなら"
npc,48900,489,7,9,68,0,0,"「いつなんじ　そらからおおきなほしが
　ふってくるかわからないんだって？
　ほんとに　ほんとのはなしなのかい？

「わたしには　まだしんじられないよ。
　なんでこんなことに
　なってしまったのかしらねえ？
"
npc,48901,489,5,7,77,1,0,"「こだいウエポン？　せかいのしゅうまつ？
　そんなもん　しったことか！
　わしは　ひゃくまでいきるのじゃ

「やりのこしたことが
　やまほどあるんじゃぞ。
　まだまだ　これからじゃい

「そもそもしんらやソルジャーぐんは
　なにをやっちょるのだ？ああ？
　ぶったるんどるわい！！"
npc,48902,489,4,7,85,3,0,「ワン！
acce_shop,48903,489,9,7,68,3,0,5005/5019/5020/5021/5013/5014/5015
npc,49000,490,8,8,77,0,0,"「なにやらよくないことが
　おこっとるというじゃないか？
　だいじょうぶなのかのう

「わしは　いいんじゃ。
　もうじゅうぶんながくいきさせて
　もろうたからね

「ただ　とおくのまちでくらしとる
　むすこふうふやまごたちのことが
　きがかりでなあ……

「ちゃんとぶじでいてくれたら
　ええんじゃが……
ベッドのうえのエリクサーをゲットし
へやをでようとするシド
「ちょいとまちなさい



「おまえさんたち　なんか
　とらんかったかね？


シド
「お　おう。そりゃ……
　　　　　とったぜ　おやじ！
　　　　　しらん　まったくしらん！
シド
「ありゃ　このシドさまがいただいた！
　バッチリゆうこうにつかわせてもらうぜ

「ほっほっ　かわったおひとじゃな。
　きにいったわい。
　そいつはすきにつかうとええじゃろ

シド
「すまねえな。
　たすかるぜ　じーさん"
npc,49100,491,10,8,11,1,0,"ティファ
「クラウド……！？


ティファ
「ああ……クラウド！！
　よかった　ぶじだったのね！？

ティファ
「……！？


ティファ
「クラウド……？


クラウド
「う……ああ……？


ティファ
「ど……どうしたの……
　クラウド……？

クラウド
「あ……。ぐげ……？


ティファ
「クラウド！
　どうしちゃったの……！？

ドクター
「まこうちゅうどくだよ……。
　それも　かなりじゅうどの　ね……

「どうもこのわかものは
　きょうれつなまこうエネルギーに
　ちょうじかんさらされたようだな

「おそらく　じぶんがだれなのか
　じぶんがいまどこにいるのかすら
　りかいしていないだろう……

「かわいそうだが　きみのこえも
　とどいてはいまい……。
　ほんとうのかれはべつのばしょにいるんだ

「だれもいったことのないような
　とおいばしょに……
　ひとりぽっちでね……

ティファ
「そんな……！！


レッドXIII
「なんて　むごい……


ユフィ
「ウソでしょ！？


ティファ
「クラウド……


ドクター
「コホン！　わたしたちは
　ちょっとせきをはずすとしようか

ドクター
「さあ　きみたちも　いっしょに……。
　そとでまっていよう
ふたりをのこし　みんながそとへ　がめんはまっかになる
ティファ
「どうして……？
　どうして　こんなことに……！

ティファ
「おねがい　クラウド……。
　こたえてよ……

「ちゃんとわたしのことみてるって
　わたしのこえがきこえてるって……
　いってよ　ねえ……

ティファ
「あなたとのおもいでをしんじたくて
　ここまできたのに……

「こんなの　ないよ……！
　ひどすぎるよ……


ティファ
「ああ　クラウド……！
　わたし……
ばめんてんかんして　そとに
レッドXIII
「ねえせんせい　クラウドは
　だいじょうぶなのかな？
 ちゃんと　なおるの？
ドクター
「くりかえすがかれはじゅうどのまこうちゅうどくだ。
　あそこまでひどいのは　わたしも
　みたことがない……
「まこうエネルギーないにひそむ
　ぼうだいなちしきのりょう……。
　それがいっぺんにかれのあたまのなかに
　ながれこんだんだろう……
「ふつうのにんげんには
　たえきれるものじゃない……。
　いきてるだけでも　きせきだ！

レッドXIII
「ムリないよ。なまみで
　ライフストリームにどっぷり
　つかっちゃったんだから……
ドクター
「しかし　どんなところにも
　きぼうのひかりはある。
　あきらめては　いけない
「いいかい　きみたちが
　きぼうをすててしまったら……
　いったいかれはどこへかえればいいと
　いうのかね？
レッドXIII
「うん　きっとよくなるよね！
　つよいソルジャーだもの　クラウド
しんりょうじょからでてくるティファ
ティファ
「………


レッドXIII
「だいじょうぶ　ティファ？


ティファ
「ええ……。
　しんぱいかけて　ごめんなさい。

「それで……ちょっとみんなに
　はなしがあるんだけど……
ふたたび　なかにはいるいちどう

ティファ
「はなしってのは　ほかでもない
　クラウドのことなんだけど……

ティファ
「わたし……かれのそばに
　いてあげたいの……

レッドXIII
「うん　それがいいよ！


ユフィ
「やっぱ　そうこなくちゃ。
　じぶんにしょうじきにいきなきゃ　ね

ティファ
「ゴネンね　みんな……。
　こんなときに……

レッドXIII
「いいんだよ　そんなこと。
　オイラたちも　またよるからさ

ユフィ
「クラウドのこと　たのんだね。
　がんばるんだよ　ティファ

ティファ
「うん……


レッドXIII
「よし　それじゃオイラたちは
　ハイウインドにもどろう
ばめんはてんかんし　ハイウインドへ"
npc,49101,491,6,7,82,0,0,"ティファ
「クラウド！？
　

ドクター
「おやおや。そんなにあわてて
　メテオでもふってきたかね
　おじょうさん？
ティファ
「すみません　どうやらゆうじんが
　こちらでおせわになっているらしいと
　きいたもので……
ドクター
「ゆうじん……？


ドクター
「ああ……！　あのわかもののことか！？


「あんしんしなさい。
　きみのゆうじんなら　となりのへやだよ。
　ただ　まだぐあいが……

ティファ
「こちらですか？


ティファ
「しつれいします！
となりのへやにいくティファ"
npc,49102,491,11,8,83,2,0,"このキャラにセリフはありません
イベントのために　はいちされています"
materia_shop,49200,492,6,9,76,3,0,4300/4301/4011/4008/4014
npc,49201,492,7,10,60,3,3,"チョコボは　こうぶつのやさいを
くれそうにないにんげんにはつめたかった。"
npc,49202,492,8,10,68,3,3,"「なんでももうすぐ
　あのきょだいなおつきさまが
　ふってくるっていうじゃない？

「じょうだんじゃないわ！
　とりあえずひつようなものは
　かいだめしとかなくっちゃ！

「ジャマよ　あんたたち。
　ほら　どいた　どいた！"
npc,49300,493,10,12,60,1,3,"クエー



シド
「なんでえ　こいつ。
　やけに　ひとなつっこいやろうだな？

「ははあ　さてはこれか。
　ミメットのやさいがこうぶつなんだな……
　おめえ？


　　　ミメットのやさいをあげる
　　　ち　じょうだんじゃねえぜ！

シド
「けっ　しょうがねえなあ。
　ほらよ　チビすけ　くいな

チョコボは　おいしそうにやさいをたべた。"
npc,49301,493,10,11,68,1,3,"「ああ……　じかんがたりないわ！！
　いつ　あのつきがふってくるかも
　しれないってのに！！

「けっきょくよのなか　おかねとものよ！
　それさえあれば　いつだって
　どこでだって　やってける！

「かわなくちゃ！！
　とにかく　かって　かって
　かいまくるのよ！！"
item_shop,49302,493,6,9,66,1,0,1001/1007/1003
npc,49400,494,5,10,68,1,3,"「あら　またあったわね！
まさか　あんたたちも
　かいだめしてるっての！？

「よこどりなんかしないでよ！
　このみせにあるのは　みんな
　わたしのなんだから！

「おかねなら　やまほどあるわよ！
　こんなひもあろうかと
　ひっしでためこんだもの！

「ジャマよ　あんたたち。
　ほら　どいた　どいた！"
npc,49401,494,5,9,60,3,3,"チョコボは　こうぶつのやさいを
くれそうにないにんげんにはつめたかった。"
npc,49402,494,9,7,17,0,0,"シド
「ダメだな……。
　カギが　かかってやがるのか？"
weapon_shop,49403,494,9,9,66,1,0,2006/2207/2107/2405/2605/2504/2704/2804
npc,60001,600,11,15,6,1,0,"「チクショ～……
　このアタシがまけるなんて……"
event_generator,60002,600,0,0,17,0,0,"@600/yufi.txt"
save_point,60010,600,7,13,0,0,0,
event_generator,60011,600,7,13,17,0,0,"@600/fake_save.txt"
